hhid,housing,high,hh_inc,hh_size,expec_stockret_prior,expec_hpgrowth_prior,expec_irate_perc,expec_inflation_perc,expec_houseprice_perc,expec_hh_workincome_perc,expec_stockret_perc,expec_gdp_perc,expec_rent_perc,female,age_hh_head_18_24,age_hh_head_25_29,age_hh_head_30_34,age_hh_head_35_39,age_hh_head_40_44,age_hh_head_45_49,age_hh_head_50_54,age_hh_head_55_64,age_hh_head_65,age_children_none,inc_5000,inc_5000_8000,inc_8000_10000,inc_10000_12000,inc_12000_15000,inc_15000_20000,inc_20000_25000,inc_25000_30000,inc_30000_35000,inc_35000_40000,inc_40000_45000,inc_45000_50000,inc_50000_60000,inc_60000_70000,inc_70000_100000,inc_100000,atleast_bachelor,owner,stockowner,prior,z_conf_prior,expec_irate_perc_t01,expec_inflation_perc_t01,expec_houseprice_perc_t01,expec_hh_workincome_perc_t01,expec_stockret_perc_t01,expec_gdp_perc_t01,expec_rent_perc_t01,prior_t01,prior_squ,prior_squ_t01
20254937,1,1,21,3,,3,2,4,6,5,6,6,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,-.96465683,2,4,6,5,6,6,4,3,9,9
20254944,1,1,11,1,,75,15,10,8,5,6,25,8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,75,-1.8331639,15,10,8,5,6,25,8,75,5625,5625
20255326,0,1,18,3,0,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,1.6408644,0,0,,0,,,,0,0,0
20255355,0,1,13,3,25,,15,25,25,25,25,25,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,1.6408644,15,25,25,25,25,25,20,25,625,625
20255463,0,1,11,3,0,,1,2,0,1,0,0,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.8331639,1,2,,1,,,10,0,0,0
20255588,0,1,19,2,15,,1,31,5,12,7,6,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,.77235729,1,31,5,12,7,6,8,15,225,225
20255845,0,1,23,4,5,,4,3,10,5,15,3,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,5,.77235729,4,3,10,5,15,3,5,5,25,25
20256033,0,1,17,2,2,,0,2.2,5,7,3,4,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,-.096149743,0,2.2,5,7,3,4,10,2,4,4
20256108,1,1,23,3,,1.5,1.5,1,5,3,2,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1.5,-1.8331639,1.5,1,5,3,2,2,4,1.5,2.25,2.25
20256205,0,0,27,5,100,,2,2,4,2,2,2,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,100,1.6408644,2,2,4,2,2,2,5,,10000,
20256249,1,0,27,3,,5,.5,2.5,3,4,6,3,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,-.96465683,.5,2.5,3,4,6,3,1.5,5,25,25
20256762,0,0,26,3,0,,.05,1,10,.5,5,5,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,-.96465683,.050000001,1,10,.5,5,5,2,0,0,0
20256919,0,0,27,3,1,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-.96465683,0,0,,0,,,,1,1,1
20256926,1,0,26,3,,5,.2,2,1,1,1,11,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,5,-1.8331639,.2,2,1,1,1,11,1,5,25,25
20257029,1,0,23,5,,3,3,2,2,1,5,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,-.096149743,3,2,2,1,5,2,4,3,9,9
20257105,0,1,18,2,10,,9,5,25,25,50,10,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,10,.77235729,9,5,25,25,,10,2,10,100,100
20257150,0,0,27,3,15,,2,2,10,2,2,2,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15,-.96465683,2,2,10,2,2,2,10,15,225,225
20257209,1,0,27,3,,12,.2,4,10,10,8,3,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,12,-.096149743,.2,4,10,10,8,3,10,12,144,144
20257222,0,0,10,1,0,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,-.096149743,0,0,,0,,,,0,0,0
20257447,1,0,15,2,,5,1,1,2,3,1,2,10,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,-.96465683,1,1,2,3,1,2,10,5,25,25
20257620,0,0,15,1,0,,1.5,3.5,5,1,3,25,2.5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1.8331639,1.5,3.5,5,1,3,25,2.5,0,0,0
20257649,1,0,10,1,,28,1,18,3,0,2,5,12,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,-.096149743,1,18,3,0,2,5,12,28,784,784
20257786,1,1,10,4,,3,1,2,3,2,4,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-.96465683,1,2,3,2,4,3,2,3,9,9
20257900,1,0,11,4,,30,10,18,25,5,20,25,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,30,1.6408644,10,18,25,5,20,25,15,30,900,900
20258034,0,1,26,3,50,,10,20,15,10,14,10,12,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,-1.8331639,10,20,15,10,14,10,12,50,2500,2500
20258135,0,0,13,2,21,,1,25,5,25,2,2,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,21,1.6408644,1,25,5,25,2,2,20,21,441,441
20258173,1,1,27,3,,45,1.5,5,4,3.2,2.6,4.2,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,45,.77235729,1.5,5,4,3.2,2.5999999,4.1999998,5,45,2025,2025
20258395,0,1,26,4,2,,1.5,3,5,2,6,5,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,-.096149743,1.5,3,5,2,6,5,10,2,4,4
20258461,0,1,11,4,5,,10,10,5,5,15,20,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.6408644,10,10,5,5,15,20,40,5,25,25
20258924,1,1,21,4,,10,6,8,8,5,6,6,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,10,-.96465683,6,8,8,5,6,6,9,10,100,100
20258972,1,0,26,6,,0,5,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,0,1.6408644,5,1,1,1,1,1,1,0,0,0
20259453,1,0,21,4,,10,.3,2,8,20,3,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,-.96465683,.30000001,2,8,20,3,3,5,10,100,100
20259939,0,1,21,2,50,,5,5,10,3,10,5,30,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,50,.77235729,5,5,10,3,10,5,30,50,2500,2500
20260012,1,0,19,4,,30,1,1,3,1,2,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30,-.096149743,1,1,3,1,2,3,3,30,900,900
20260137,0,0,16,3,100,,85,88,90,60,50,40,95,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,100,.77235729,,,,60,,40,,,10000,
20260204,0,0,13,3,3,,2,3,5,2,1.5,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1.6408644,2,3,5,2,1.5,1,3,3,9,9
20260240,0,0,17,2,20,,5,20,20,10,10,15,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,20,-.096149743,5,20,20,10,10,15,10,20,400,400
20260250,1,1,21,4,,12,4,2,5,5,5,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12,-.96465683,4,2,5,5,5,5,2,12,144,144
20260292,0,0,21,2,20,,3,4,20,10,4,1,40,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,20,1.6408644,3,4,20,10,4,1,40,20,400,400
20260340,1,0,16,1,,20,1,10,10,10,1,10,10,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,20,-1.8331639,1,10,10,10,1,10,10,20,400,400
20260355,1,1,23,2,,2,2,2,6,5,8,3,8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,2,-1.8331639,2,2,6,5,8,3,8,2,4,4
20260604,0,1,21,2,10,,5,20,60,3,20,5,50,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,.77235729,5,20,60,3,20,5,50,10,100,100
20260624,1,1,27,3,,5,5,10,10,10,10,10,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,5,-.096149743,5,10,10,10,10,10,10,5,25,25
20260633,1,0,15,2,,5,3,2.2,1.5,2,1,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,-.96465683,3,2.2,1.5,2,1,2,3,5,25,25
20260722,1,0,26,2,,2,2,7,1.5,1,5,1,1.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,.77235729,2,7,1.5,1,5,1,1.5,2,4,4
20260783,1,0,18,2,,40,30,3,2,5,2,2,10,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,40,-.96465683,,3,2,5,2,2,10,40,1600,1600
20260801,0,1,27,3,6,,6,4,2,-20,7,3,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,-.096149743,6,4,2,,7,3,5,6,36,36
20260867,1,0,23,1,,5,1,3,4,1,2,3,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,-1.8331639,1,3,4,1,2,3,5,5,25,25
20260915,0,1,18,3,4,,3,7,3,4.5,8,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,-.096149743,3,7,3,4.5,8,1,4,4,16,16
20260941,1,0,26,5,,20,2,2,2,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,20,.77235729,2,2,2,1,1,2,1,20,400,400
20260943,0,1,26,3,25,,3,20,25,10,10,15,25,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,25,1.6408644,3,20,25,10,10,15,25,25,625,625
20261032,1,0,27,3,,4,.5,5,2,3,3,6,2.5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,-.96465683,.5,5,2,3,3,6,2.5,4,16,16
20261084,1,0,23,2,,2,7,15,20,1,2,5,20,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,2,1.6408644,7,15,20,1,2,5,20,2,4,4
20261132,1,0,8,2,,60,5,2,1.1,.1,.07,.07,2.2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,-1.8331639,5,2,1.1,.1,.07,.07,2.2,60,3600,3600
20261164,0,0,8,2,3,,1,2,1,1,0,10,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,3,1.6408644,1,2,1,1,,10,2,3,9,9
20261176,0,0,21,5,50,,4,2,4,2,3,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,50,-.96465683,4,2,4,2,3,3,5,50,2500,2500
20261220,1,1,23,5,,8,1,2.2,9,30,4,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,8,-.96465683,1,2.2,9,30,4,5,10,8,64,64
20261356,0,0,26,1,45,,20,25,15,25,45,35,15,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,45,-.96465683,20,25,15,25,45,35,15,45,2025,2025
20261514,1,0,16,2,,35,.5,4,1,1,3,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,-.096149743,.5,4,1,1,3,2,2,35,1225,1225
20261536,0,1,21,4,10,,1,2.2,2,20,5,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,10,.77235729,1,2.2,2,20,5,2,5,10,100,100
20261581,0,0,27,4,0,,2,2.2,4,5,2,10,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1.8331639,2,2.2,4,5,2,10,2,0,0,0
20261640,0,1,27,4,15,,5,5,20,15,10,10,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,.77235729,5,5,20,15,10,10,5,15,225,225
20261781,0,0,23,6,12,,.05,5,3,2,2,4,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1.6408644,.050000001,5,3,2,2,4,8,12,144,144
20262070,0,0,27,2,8,,.27,2.2,7,5,3,3,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,-.096149743,.27000001,2.2,7,5,3,3,5,8,64,64
20262111,1,0,27,2,,5,1,6,10,10,14,3,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,.77235729,1,6,10,10,14,3,6,5,25,25
20262597,1,1,27,3,,3,2,2,3,10,3,3,30,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1.6408644,2,2,3,10,3,3,30,3,9,9
20262717,1,0,11,2,,25,10,10,10,25,20,20,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,25,-.96465683,10,10,10,25,20,20,10,25,625,625
20262720,1,0,23,6,,5,1,3,1.5,0,3,2.1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,5,-.96465683,1,3,1.5,0,3,2.0999999,1,5,25,25
20262777,1,0,27,2,,10,1,2.6,5,1,6,2,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,10,-.096149743,1,2.5999999,5,1,6,2,7,10,100,100
20262785,0,0,26,2,50,,10,10,10,30,10,20,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,50,1.6408644,10,10,10,30,10,20,10,50,2500,2500
20262808,0,1,13,3,0,,6,90,10,10,0,5,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,0,1.6408644,6,,10,10,,5,6,0,0,0
20262953,0,0,26,3,4,,1,8,9,30,3,5,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,.77235729,1,8,9,30,3,5,15,4,16,16
20262994,0,0,27,6,45,,1,4,10,5,3,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45,-.096149743,1,4,10,5,3,2,2,45,2025,2025
20263044,1,1,26,2,,50,3,20,25,10,10,20,25,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,50,1.6408644,3,20,25,10,10,20,25,50,2500,2500
20263146,1,1,13,2,,30,10,20,30,35,10,15,25,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,30,-.096149743,10,20,30,35,10,15,25,30,900,900
20263151,0,0,27,5,3,,2,2.2,5,3,3,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1.6408644,2,2.2,5,3,3,3,4,3,9,9
20263275,0,0,27,2,2,,.01,2.2,.05,.02,2,2.2,.75,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,.77235729,.0099999998,2.2,.050000001,.02,2,2.2,.75,2,4,4
20263356,0,1,19,3,50,,1,2,2,2,2,2,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,1.6408644,1,2,2,2,2,2,3,50,2500,2500
20263366,0,0,15,2,10,,1,5,10,3,3,2,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,10,-.096149743,1,5,10,3,3,2,5,10,100,100
20263509,1,1,27,4,,5,8,3,7,4,10,2,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,-1.8331639,8,3,7,4,10,2,5,5,25,25
20263641,1,1,8,4,,90,6,9,10,15,6,8,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,90,-.96465683,6,9,10,15,6,8,6,,8100,
20263658,1,0,26,6,,23,12,57,10,10,9,62,45,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,-.96465683,12,,10,10,9,,45,23,529,529
20263866,0,0,26,2,5,,1,6,18,4,5,3,15,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,5,1.6408644,1,6,18,4,5,3,15,5,25,25
20263873,1,0,26,3,,10,10,25,20,10,30,10,33,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,-.096149743,10,25,20,10,30,10,33,10,100,100
20263898,0,0,17,2,1,,1,4,2,1,1,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,1,.77235729,1,4,2,1,1,2,2,1,1,1
20263902,1,1,13,2,,50,2,50,50,50,10,6,50,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,50,-.096149743,2,,50,50,10,6,50,50,2500,2500
20263918,0,1,21,5,5,,1,2,5,40,10,5,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5,1.6408644,1,2,5,40,10,5,10,5,25,25
20263991,1,0,27,2,,5,1,10,10,0,5,0,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,5,-.096149743,1,10,10,0,5,,10,5,25,25
20264211,1,1,21,4,,100,40,15,60,15,15,20,40,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,100,-.96465683,,15,60,15,15,20,40,,10000,
20264213,1,0,26,4,,100,3,25,17,10,2,23,25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,100,-.96465683,3,25,17,10,2,23,25,,10000,
20264311,0,1,11,4,75,,1,3,2,2,3,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,75,-.096149743,1,3,2,2,3,4,4,75,5625,5625
20264427,1,0,27,4,,50,2,25,10,10,10,15,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,50,-.96465683,2,25,10,10,10,15,10,50,2500,2500
20264468,1,1,21,2,,10,10,20,10,10,10,20,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,-.096149743,10,20,10,10,10,20,10,10,100,100
20264512,1,0,27,2,,5,.5,5,10,3,35,5,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,5,-1.8331639,.5,5,10,3,35,5,3,5,25,25
20264564,1,0,23,2,,10,2,3,2,5,5,3,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,10,-1.8331639,2,3,2,5,5,3,10,10,100,100
20264570,0,1,17,1,20,,35,46,90,90,90,89,80,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,-.096149743,,46,,,,,,20,400,400
20264644,0,0,13,3,0,,0,8,4,0,0,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-.96465683,0,8,4,0,,2,5,0,0,0
20264651,1,1,19,2,,10,1,3,5,0,15,5,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,10,-.096149743,1,3,5,0,15,5,10,10,100,100
20264832,1,1,21,2,,5,5,20,10,5,18,15,20,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,5,.77235729,5,20,10,5,18,15,20,5,25,25
20265006,1,1,26,3,,2,4,2,10,5,10,5,15,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,2,-.096149743,4,2,10,5,10,5,15,2,4,4
20265445,0,0,16,3,8,,6,1,5,60,10,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,8,-.096149743,6,1,5,60,10,10,3,8,64,64
20265635,1,1,13,1,,4,2,4,6,6,10,5,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-.96465683,2,4,6,6,10,5,5,4,16,16
20265636,1,0,23,1,,2,.5,2.2,1.5,1,3,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,2,-1.8331639,.5,2.2,1.5,1,3,2,2,2,4,4
20265831,0,1,18,2,9,,1,2.2,5,1,10,2,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,9,.77235729,1,2.2,5,1,10,2,3,9,81,81
20265965,0,0,8,2,10,,3,10,30,10,3,24,20,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,-.096149743,3,10,30,10,3,24,20,10,100,100
20266472,1,1,16,1,,1.7,.5,3.8,3,2,8,3,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.7,-.96465683,.5,3.8,3,2,8,3,5,1.7,2.8900001,2.8900001
20266660,0,0,27,2,10,,3,1,5,2,6,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,-.96465683,3,1,5,2,6,2,2,10,100,100
20267511,1,0,21,1,,2,.05,2,1.5,20,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,-.96465683,.050000001,2,1.5,20,2,2,2,2,4,4
20267521,1,1,11,3,,40,13,10,5,15,12,10,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,40,.77235729,13,10,5,15,12,10,23,40,1600,1600
20267749,0,1,17,3,10,,3,5,4,10,10,30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,10,.77235729,3,5,4,10,10,30,1,10,100,100
20267777,1,0,16,1,,10,1,5,1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,10,.77235729,1,5,1,1,1,1,3,10,100,100
20268685,0,0,16,1,0,,6,25,50,0,0,12,50,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,0,1.6408644,6,25,50,0,,12,50,0,0,0
20269157,1,0,13,2,,60,2,5,2,2,1,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,60,-.96465683,2,5,2,2,1,2,3,60,3600,3600
