hhid,housing,high,hh_inc,hh_size,expec_stockret_prior,expec_hpgrowth_prior,expec_irate_perc,expec_inflation_perc,expec_houseprice_perc,expec_hh_workincome_perc,expec_stockret_perc,expec_gdp_perc,expec_rent_perc,female,age_hh_head_18_24,age_hh_head_25_29,age_hh_head_30_34,age_hh_head_35_39,age_hh_head_40_44,age_hh_head_45_49,age_hh_head_50_54,age_hh_head_55_64,age_hh_head_65,age_children_none,inc_5000,inc_5000_8000,inc_8000_10000,inc_10000_12000,inc_12000_15000,inc_15000_20000,inc_20000_25000,inc_25000_30000,inc_30000_35000,inc_35000_40000,inc_40000_45000,inc_45000_50000,inc_50000_60000,inc_60000_70000,inc_70000_100000,inc_100000,atleast_bachelor,owner,stockowner,prior,z_conf_prior,expec_irate_perc_t01,expec_inflation_perc_t01,expec_houseprice_perc_t01,expec_hh_workincome_perc_t01,expec_stockret_perc_t01,expec_gdp_perc_t01,expec_rent_perc_t01,prior_t01,prior_squ,prior_squ_t01
02053408,0,0,21,2,3,,.03,.05,.1,0,.03,.05,.5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,.77235729,.029999999,.050000001,.1,0,.029999999,.050000001,.5,3,9,9
02053746,1,0,23,1,,2.5,2.25,2.5,2,2.5,8,2.75,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,2.5,-1.8331639,2.25,2.5,2,2.5,8,2.75,4,2.5,6.25,6.25
02054248,1,1,26,3,,7,1.5,2,10,3,9,2,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,7,.77235729,1.5,2,10,3,9,2,5,7,49,49
02054271,1,1,15,2,,10,1,3,7,2,1,2,7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,10,-1.8331639,1,3,7,2,1,2,7,10,100,100
02054388,1,1,26,2,,5,2,2,3,6,6,2,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,5,-.096149743,2,2,3,6,6,2,10,5,25,25
02054728,1,0,27,2,,3,1,2,1,0,8,2,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,3,-.96465683,1,2,1,0,8,2,3,3,9,9
02054762,1,1,15,2,,10,2,2,5,0,10,10,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,10,.77235729,2,2,5,0,10,10,10,10,100,100
02055054,1,0,26,1,,3,2,3,3,3,6,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,-.096149743,2,3,3,3,6,3,2,3,9,9
02055249,1,1,27,2,,2,3,4,6,1,7,3,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,-.96465683,3,4,6,1,7,3,5,2,4,4
02055536,1,1,13,2,,50,1.5,100,50,50,0,100,100,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,50,1.6408644,1.5,,50,50,,,,50,2500,2500
02057273,1,1,23,1,,20,2,5,12,0,3,1,15,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,20,-.096149743,2,5,12,0,3,1,15,20,400,400
02057973,0,0,18,1,0,,.02,1,.01,.01,0,.01,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,-1.8331639,.02,1,.0099999998,.0099999998,,.0099999998,1,0,0,0
02058486,1,0,27,5,,5,2,2,5,3,6,2,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,-.096149743,2,2,5,3,6,2,4,5,25,25
02058560,1,0,26,1,,5,2,3,10,75,6,5,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,.77235729,2,3,10,75,6,5,10,5,25,25
02059152,1,0,27,1,,25,1.5,2.5,10,2,2.5,5,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,25,-.096149743,1.5,2.5,10,2,2.5,5,10,25,625,625
02059168,0,0,27,2,6,,1,2,2,1,3,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,-.096149743,1,2,2,1,3,1,1,6,36,36
02059249,1,1,27,2,,8,2,2.5,8,2,6,2,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,8,-.96465683,2,2.5,8,2,6,2,5,8,64,64
02059281,0,1,17,2,5,,2,3,12,0,8,3,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5,-.096149743,2,3,12,0,8,3,10,5,25,25
02059434,1,1,21,2,,5,2,5,5,4,4,3,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,5,.77235729,2,5,5,4,4,3,6,5,25,25
02060261,0,0,15,2,0,,4,8,5,1,2,3,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,.77235729,4,8,5,1,2,3,2,0,0,0
02060487,0,1,13,1,3,,1,2,10,2,3,3,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,-.096149743,1,2,10,2,3,3,5,3,9,9
02062151,0,0,15,1,5,,.25,2,5,25,4,2,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,1.6408644,.25,2,5,25,4,2,5,5,25,25
02063353,0,0,13,1,5,,1,1,4,10,2,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,1.6408644,1,1,4,10,2,5,,5,25,25
02063407,1,0,27,4,,5,1,2,2,1,2,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,5,-.96465683,1,2,2,1,2,2,2,5,25,25
02063463,0,0,13,1,25,,5,10,10,5,3,5,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,25,-.096149743,5,10,10,5,3,5,10,25,625,625
02064436,0,0,23,1,5,,.02,1.5,10,2,5,2,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5,-.96465683,.02,1.5,10,2,5,2,10,5,25,25
02065267,1,1,27,3,,5,2,2.5,5.75,3,2.5,2.5,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,5,-.096149743,2,2.5,5.75,3,2.5,2.5,5,5,25,25
02065578,1,0,17,1,,25,1,1,5,1,1,1,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,25,-.096149743,1,1,5,1,1,1,5,25,625,625
02065783,1,0,21,1,,80,10,10,60,30,10,10,40,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,80,-.096149743,10,10,60,30,10,10,40,80,6400,6400
02066799,1,0,26,3,,20,1,10,5,0,5,5,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,20,-.096149743,1,10,5,0,5,5,10,20,400,400
02068125,0,0,27,3,5,,1,2,20,2,2,2,20,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,-.096149743,1,2,20,2,2,2,20,5,25,25
02068402,1,1,17,8,,10,0,0,2,4,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,-.096149743,0,0,2,4,,2,,10,100,100
02068408,1,0,21,2,,20,1.2,1.5,7,10,.5,1.2,20,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20,-.96465683,1.2,1.5,7,10,.5,1.2,20,20,400,400
02069559,1,1,10,1,,10,1,2,5,0,15,2,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,-.096149743,1,2,5,0,15,2,10,10,100,100
02069919,1,1,23,2,,5,.5,2.5,5,0,17,1.5,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,-.096149743,.5,2.5,5,0,17,1.5,5,5,25,25
02071489,1,1,11,2,,20,.07,2,6,12,.03,2,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,20,-.096149743,.07,2,6,12,.029999999,2,8,20,400,400
02072320,0,1,19,3,5,,3,5,6,7,6,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,-.096149743,3,5,6,7,6,4,5,5,25,25
02073631,1,1,17,3,,3,.2,4,1,6,3,3,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,3,-.96465683,.2,4,1,6,3,3,4,3,9,9
02074436,1,1,26,3,,20,1,2,5,10,5,4,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,20,-.96465683,1,2,5,10,5,4,4,20,400,400
02075365,1,0,26,3,,3,2,2,3,4,7,5,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,-.96465683,2,2,3,4,7,5,5,3,9,9
02077372,0,0,27,2,6,,2,3,4,3,4,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,-.96465683,2,3,4,3,4,3,3,6,36,36
02077790,0,0,27,3,10,,1,20,5,5,2,2,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,10,1.6408644,1,20,5,5,2,2,10,10,100,100
02078424,0,0,16,4,5,,.5,3,6,-3,2,2,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,.77235729,.5,3,6,-3,2,2,5,5,25,25
02078446,0,1,26,1,9,,1,3,5,0,6,4,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,9,-.096149743,1,3,5,0,6,4,7,9,81,81
02080204,0,1,13,1,18,,1,4,3,2,9,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,18,.77235729,1,4,3,2,9,4,3,18,324,324
02080879,1,0,26,1,,2,1,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,2,-.96465683,1,2,2,2,2,2,2,2,4,4
02081287,1,0,27,2,,4,.1,2,4,0,4,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,-.96465683,.1,2,4,0,4,1,2,4,16,16
02081295,1,1,27,1,,10,0,5,10,2,3,5,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,10,-.96465683,0,5,10,2,3,5,5,10,100,100
02081650,1,0,27,5,,5,1,2,2,4,2,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,-.96465683,1,2,2,4,2,4,3,5,25,25
02081827,1,0,26,3,,10,1.2,2.5,10,5,7,10,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,-.096149743,1.2,2.5,10,5,7,10,5,10,100,100
02081904,1,0,17,5,,50,1.9,2.2,2,20,4.5,2.9,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,50,-.096149743,1.9,2.2,2,20,4.5,2.9000001,1.5,50,2500,2500
02082388,1,1,26,2,,3,4,2.2,7,6,8,2.5,7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,-.096149743,4,2.2,7,6,8,2.5,7,3,9,9
02082897,1,0,23,2,,4,1,3,3,1,3,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,-.096149743,1,3,3,1,3,2,1,4,16,16
02083350,0,1,26,1,5,,1,2,3,7,10,8,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,5,.77235729,1,2,3,7,10,8,6,5,25,25
02084693,0,1,27,2,8,,4,2,25,50,25,8,20,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,8,-.96465683,4,2,25,50,25,8,20,8,64,64
02084902,1,1,23,2,,5,0,2,5,2,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,5,-.096149743,0,2,5,2,2,2,,5,25,25
02085067,0,0,17,1,10,,3,4,10,5,5,2,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,-.096149743,3,4,10,5,5,2,10,10,100,100
02085464,0,0,27,1,10,,1,2,25,11,10,5,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,10,-.096149743,1,2,25,11,10,5,6,10,100,100
02086302,1,1,26,2,,2,1,25,2,5,2,10,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,2,1.6408644,1,25,2,5,2,10,10,2,4,4
02086724,0,0,27,2,5,,2,1.8,2.5,2,5,2,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,-.096149743,2,1.8,2.5,2,5,2,5,5,25,25
02087233,0,0,27,1,7,,1.5,3.5,6,0,7,3,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7,.77235729,1.5,3.5,6,0,7,3,5,7,49,49
02087347,0,1,26,2,5,,1,2,3,5,3,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,-.096149743,1,2,3,5,3,4,2,5,25,25
02088877,0,1,26,2,8,,2,2,2,3,8,8,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,8,-.96465683,2,2,2,3,8,8,2,8,64,64
02088946,1,1,18,2,,12,.03,2.2,1,0,3.4,1.3,1.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,-.096149743,.029999999,2.2,1,0,3.4000001,1.3,1.5,12,144,144
02089425,0,1,27,3,8,,.01,1.5,4,30,8,4,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,8,-.096149743,.0099999998,1.5,4,30,8,4,18,8,64,64
02089660,1,1,21,3,,5,1,5,5,5,4,6,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,-.096149743,1,5,5,5,4,6,5,5,25,25
02089899,1,1,26,6,,15,1,4,15,5,4,2,20,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,15,-.096149743,1,4,15,5,4,2,20,15,225,225
02090491,0,0,23,1,7,,1,1,2,1,2,2,20,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,7,-.096149743,1,1,2,1,2,2,20,7,49,49
02091000,1,1,16,1,,5,2,2,40,10,10,4,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,5,-.096149743,2,2,40,10,10,4,10,5,25,25
02091577,0,1,26,1,8,,1,2,4,2,8,4,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,8,-.96465683,1,2,4,2,8,4,5,8,64,64
02091682,0,0,21,1,2,,1,2,5,2,2,2,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,-.96465683,1,2,5,2,2,2,4,2,4,4
02092293,0,1,18,2,5,,1,3,5,6,2,2,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,-.096149743,1,3,5,6,2,2,10,5,25,25
02092485,0,0,16,1,5,,1,2,15,3,3,2,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,-.096149743,1,2,15,3,3,2,10,5,25,25
02092991,0,0,26,2,5,,1,3,4,1,2,1,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,.77235729,1,3,4,1,2,1,5,5,25,25
02093608,0,0,27,4,10,,1,3,4,2,5,5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,.77235729,1,3,4,2,5,5,5,10,100,100
02093679,1,1,23,1,,5,.5,3,5,10,1,5,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,-.96465683,.5,3,5,10,1,5,10,5,25,25
02094729,0,1,27,2,3,,1,2,4,3,3,1.8,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,.77235729,1,2,4,3,3,1.8,5,3,9,9
02094756,1,1,27,2,,5,3,2.5,5,10,10,3,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,-.096149743,3,2.5,5,10,10,3,12,5,25,25
02094761,1,1,10,1,,5,1,5,5,1,5,2,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1.6408644,1,5,5,1,5,2,5,5,25,25
02096997,1,1,21,2,,8,4.5,6.5,7,-2,6.5,4.5,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,8,-.096149743,4.5,6.5,7,-2,6.5,4.5,6,8,64,64
02097160,1,0,13,1,,10,.1,2.6,10,2,2,10,40,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,10,-.96465683,.1,2.5999999,10,2,2,10,40,10,100,100
02097214,0,1,15,1,5,,3,2,10,3,10,4,20,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,-.096149743,3,2,10,3,10,4,20,5,25,25
02097401,0,0,4,2,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,-.96465683,0,0,,0,,,,0,0,0
02097600,0,0,26,1,8,,1,3,10,2,8,3,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,8,-.096149743,1,3,10,2,8,3,7,8,64,64
02097607,0,1,26,1,2,,1,4,5,2,2,2,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,.77235729,1,4,5,2,2,2,3,2,4,4
02097948,0,0,21,1,12,,7,5,5,-30,3,-8,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,12,1.6408644,7,5,5,,3,,3,12,144,144
02098194,0,1,26,1,2,,1,5,20,3,10,6,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,-.096149743,1,5,20,3,10,6,7,2,4,4
02098201,0,0,26,2,11,,2,2.3,12,35,5,2.7,18,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,11,1.6408644,2,2.3,12,35,5,2.7,18,11,121,121
02098683,1,0,26,2,,5,5,0,17,3,10,10,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,-.096149743,5,0,17,3,10,10,5,5,25,25
02098916,0,1,26,1,6,,.1,6,15,-60,5,3,25,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,6,.77235729,.1,6,15,,5,3,25,6,36,36
02099232,0,0,26,2,0,,5,25,10,20,5,5,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-.096149743,5,25,10,20,5,5,10,0,0,0
02099263,1,0,26,2,,20,1,2,6,10,10,2,15,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,20,1.6408644,1,2,6,10,10,2,15,20,400,400
02100211,0,0,3,3,10,,1,4,3,1,3,2,5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,-.96465683,1,4,3,1,3,2,5,10,100,100
02100270,1,0,27,2,,5,1,2,2,3,10,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,-.096149743,1,2,2,3,10,2,2,5,25,25
02100654,1,1,27,1,,3,1,2,5,2,5,2,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,-.096149743,1,2,5,2,5,2,7,3,9,9
02100908,1,0,26,2,,6,2,3,4,5,3,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6,-.96465683,2,3,4,5,3,3,4,6,36,36
02101044,0,1,27,2,10,,.15,12,7,15,22,2,25,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,10,-.096149743,.15000001,12,7,15,22,2,25,10,100,100
02101299,0,0,27,2,11,,3,2,8,1,11,9,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,11,-.96465683,3,2,8,1,11,9,5,11,121,121
02101417,1,1,15,1,,20,10,15,50,10,40,20,36,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,20,-.096149743,10,15,50,10,40,20,36,20,400,400
02101459,1,0,23,6,,10,2,2,5,5,20,15,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,10,-.096149743,2,2,5,5,20,15,10,10,100,100
02102135,0,1,13,4,5,,3,3,2,3,5,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,5,-.96465683,3,3,2,3,5,3,2,5,25,25
02102233,0,1,16,2,15,,1.5,3,5,5,5,2.2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,15,-.096149743,1.5,3,5,5,5,2.2,1,15,225,225
02102600,0,1,27,4,3,,1,5,7,0,4,7,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1.6408644,1,5,7,0,4,7,,3,9,9
02103022,1,0,17,2,,4,3,3,2,1,2,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,-.096149743,3,3,2,1,2,2,2,4,16,16
02103098,1,1,11,1,,4.2,.05,3.4,13.7,2.6,15,1.5,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4.1999998,-.96465683,.050000001,3.4000001,13.7,2.5999999,15,1.5,10,4.1999998,17.639997,17.639997
02103475,1,0,27,1,,6,2,5,6,0,4,3,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,.77235729,2,5,6,0,4,3,8,6,36,36
02103717,1,0,27,2,,40,2.5,2.2,15,20,25,15,30,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,40,-.096149743,2.5,2.2,15,20,25,15,30,40,1600,1600
02104714,0,0,27,2,5,,1,3,15,2,5,3,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,-.096149743,1,3,15,2,5,3,10,5,25,25
02105482,1,0,21,2,,6,1.4,2.2,1.8,2.5,1,2.2,1.6,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,6,.77235729,1.4,2.2,1.8,2.5,1,2.2,1.6,6,36,36
02105508,1,1,27,2,,3,.1,2,3,2,8,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,-.096149743,.1,2,3,2,8,2,3,3,9,9
02105674,0,1,23,1,5,,1,3,15,2,5,2,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,-.96465683,1,3,15,2,5,2,8,5,25,25
02106108,0,0,27,1,7,,3,2.5,7,0,5,2.5,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,7,.77235729,3,2.5,7,0,5,2.5,10,7,49,49
